,Closest City Name,Closest Country Code,Latitude,Longitude,Temperature,Max Temperature,Wind Speed,Humidity,Cloudiness,Date
947,butaritari,KI,3.07,172.79,172.79,84.81,3.94,100.0,20.0,1538483235.0
1075,punta arenas,CL,-53.16,-70.91,-70.91,33.8,23.04,69.0,40.0,1538478000.0
639,harper,LR,4.38,-7.71,-7.71,79.41,10.42,100.0,80.0,1538483333.0
1311,sentyabrskiy,RU,,,,,,,,
50,port elizabeth,ZA,-33.92,25.57,25.57,66.2,40.26,59.0,75.0,1538481600.0
647,jamestown,SH,-15.94,-5.72,-5.72,67.8,16.69,100.0,68.0,1538483251.0
803,touros,BR,-5.2,-35.46,-35.46,83.28,15.68,66.0,0.0,1538483345.0
58,alquizar,CU,22.81,-82.59,-82.59,73.4,3.36,100.0,20.0,1538481300.0
961,punta arenas,CL,-53.16,-70.91,-70.91,33.8,23.04,69.0,40.0,1538478000.0
1410,ushuaia,AR,-54.81,-68.31,-68.31,33.8,23.04,86.0,90.0,1538480580.0
1244,rawson,AR,-43.3,-65.11,-65.11,47.01,18.37,40.0,24.0,1538483330.0
529,torbay,CA,47.66,-52.73,-52.73,46.4,11.41,75.0,20.0,1538481600.0
1380,airai,PW,,,,,,,,
399,arraial do cabo,BR,-22.97,-42.02,-42.02,86.0,4.7,66.0,0.0,1538481600.0
655,bathsheba,BB,13.22,-59.52,-59.52,84.2,9.17,79.0,20.0,1538481600.0
948,charyshskoye,RU,51.4,83.56,83.56,38.01,4.72,100.0,92.0,1538483382.0
274,ponta do sol,CV,17.2,-25.09,-25.09,78.06,13.0,100.0,64.0,1538483272.0
177,kapaa,US,22.08,-159.32,-159.32,75.92,4.7,90.0,75.0,1538481360.0
874,busselton,AU,-33.64,115.35,115.35,62.04,22.39,99.0,80.0,1538483239.0
545,albany,AU,-35.02,117.88,117.88,53.4,11.65,73.0,36.0,1538483253.0
1050,hilo,US,19.71,-155.08,-155.08,71.96,6.93,73.0,1.0,1538481360.0
739,tortoli,IT,39.93,9.66,9.66,71.6,10.29,53.0,40.0,1538477700.0
35,biak,ID,-0.91,122.88,122.88,77.88,5.39,90.0,56.0,1538483231.0
929,rikitea,PF,-23.12,-134.97,-134.97,66.99,19.71,100.0,92.0,1538483237.0
768,punta arenas,CL,-53.16,-70.91,-70.91,33.8,23.04,69.0,40.0,1538478000.0
1061,barrow,US,39.51,-90.4,-90.4,69.8,5.82,91.0,75.0,1538481300.0
1310,itarema,BR,-2.92,-39.92,-39.92,85.08,17.81,63.0,0.0,1538483420.0
1468,norman wells,CA,65.28,-126.83,-126.83,30.2,5.82,80.0,75.0,1538481600.0
1156,semnan,IR,35.58,53.39,53.39,83.73,3.94,25.0,24.0,1538483421.0
1148,vaini,TO,-21.2,-175.2,-175.2,69.8,10.29,83.0,20.0,1538481600.0
871,siocon,PH,11.03,124.04,124.04,81.3,6.4,100.0,64.0,1538483368.0
782,thompson,CA,55.74,-97.86,-97.86,24.8,5.82,92.0,20.0,1538481600.0
116,puerto ayora,EC,-0.74,-90.35,-90.35,70.77,10.54,100.0,80.0,1538483226.0
630,qaanaaq,GL,77.48,-69.36,-69.36,21.54,10.87,100.0,36.0,1538483258.0
278,yellowknife,CA,62.45,-114.38,-114.38,32.0,18.34,100.0,90.0,1538481600.0
172,oltu,TR,40.55,42.0,42.0,65.73,1.92,55.0,56.0,1538483224.0
1417,ushuaia,AR,-54.81,-68.31,-68.31,33.8,23.04,86.0,90.0,1538480580.0
3,ushuaia,AR,-54.81,-68.31,-68.31,33.8,23.04,86.0,90.0,1538480580.0
866,avarua,CK,-21.21,-159.78,-159.78,68.0,6.93,49.0,20.0,1538481600.0
1133,aragarcas,BR,-15.9,-52.25,-52.25,78.8,4.5,78.0,0.0,1538478000.0
1383,obo,CF,5.39,26.49,26.49,83.73,6.85,84.0,36.0,1538483455.0
1294,rikitea,PF,-23.12,-134.97,-134.97,66.99,19.71,100.0,92.0,1538483237.0
404,gushi,CN,32.17,115.65,115.65,60.06,2.93,77.0,0.0,1538483292.0
1059,bluff,NZ,-46.6,168.33,168.33,48.18,12.77,100.0,0.0,1538483250.0
1014,colares,PT,38.8,-9.45,-9.45,82.4,9.17,18.0,0.0,1538481600.0
227,mataura,PF,,,,,,,,
1108,jamestown,SH,-15.94,-5.72,-5.72,67.8,16.69,100.0,68.0,1538483251.0
892,bluff,NZ,-46.6,168.33,168.33,48.18,12.77,100.0,0.0,1538483250.0
971,hermanus,ZA,-34.42,19.24,19.24,54.84,7.74,88.0,92.0,1538483262.0
1054,puerto ayora,EC,-0.74,-90.35,-90.35,70.77,10.54,100.0,80.0,1538483226.0
1474,la asuncion,VE,11.03,-63.86,-63.86,80.6,14.23,88.0,20.0,1538478000.0
601,avera,PF,,,,,,,,
222,mitzic,GA,0.78,11.55,11.55,71.94,3.04,100.0,88.0,1538483264.0
1201,atuona,PF,-9.8,-139.03,-139.03,78.78,12.66,100.0,92.0,1538483238.0
938,naze,JP,28.37,129.48,129.48,77.34,15.79,100.0,8.0,1538483342.0
37,puerto ayora,EC,-0.74,-90.35,-90.35,70.77,10.54,100.0,80.0,1538483226.0
1111,busselton,AU,-33.64,115.35,115.35,62.04,22.39,99.0,80.0,1538483239.0
822,yara,CU,20.27,-76.95,-76.95,76.08,6.29,85.0,48.0,1538483361.0
1385,saldanha,ZA,-33.01,17.94,17.94,66.2,17.22,67.0,20.0,1538481600.0
128,alofi,NU,-19.06,-169.92,-169.92,71.6,12.75,78.0,40.0,1538481600.0
1472,sistranda,NO,63.73,8.83,8.83,46.4,6.93,65.0,20.0,1538481000.0
771,williams lake,CA,52.13,-122.14,-122.14,26.6,11.41,92.0,90.0,1538481600.0
766,maceio,BR,-9.67,-35.74,-35.74,80.6,9.17,65.0,75.0,1538481600.0
708,fairview,CA,56.07,-118.38,-118.38,21.2,5.82,73.0,75.0,1538481600.0
681,port alfred,ZA,-33.59,26.89,26.89,70.32,25.52,71.0,48.0,1538483229.0
255,new norfolk,AU,-42.78,147.06,147.06,59.0,12.75,47.0,75.0,1538481600.0
263,illoqqortoormiut,GL,,,,,,,,
736,elbrus,RU,43.26,42.65,42.65,44.67,0.58,81.0,36.0,1538483348.0
769,punta arenas,CL,-53.16,-70.91,-70.91,33.8,23.04,69.0,40.0,1538478000.0
1231,murbad,IN,19.14,73.43,73.43,89.6,9.17,70.0,20.0,1538481600.0
188,nome,US,30.04,-94.42,-94.42,73.04,3.36,93.0,1.0,1538481300.0
778,halalo,WF,,,,,,,,
1100,ilulissat,GL,69.22,-51.1,-51.1,30.2,17.22,54.0,75.0,1538481000.0
1083,huilong,CN,31.15,106.5,106.5,63.66,3.38,77.0,92.0,1538483239.0
96,asau,TV,,,,,,,,
1487,tuatapere,NZ,-46.13,167.69,167.69,40.71,5.5,100.0,0.0,1538483262.0
225,butaritari,KI,3.07,172.79,172.79,84.81,3.94,100.0,20.0,1538483235.0
1396,high level,CA,58.52,-117.13,-117.13,30.2,4.7,63.0,75.0,1538481600.0
252,barrow,US,39.51,-90.4,-90.4,69.8,5.82,91.0,75.0,1538481300.0
444,lavrentiya,RU,65.58,-170.99,-170.99,45.84,17.25,92.0,92.0,1538483302.0
980,albany,AU,-35.02,117.88,117.88,53.4,11.65,73.0,36.0,1538483253.0
603,huanren,CN,41.26,125.37,125.37,44.04,2.71,89.0,0.0,1538483327.0
588,isla mujeres,MX,21.23,-86.73,-86.73,73.4,4.7,100.0,75.0,1538480640.0
1416,hobart,AU,-42.88,147.33,147.33,59.0,12.75,47.0,75.0,1538481600.0
857,armacao dos buzios,BR,,,,,,,,
113,illoqqortoormiut,GL,,,,,,,,
1470,alto longa,BR,-5.25,-42.21,-42.21,89.22,9.31,44.0,0.0,1538483480.0
1235,iqaluit,CA,63.75,-68.52,-68.52,28.4,9.17,79.0,75.0,1538481600.0
680,aykhal,RU,65.95,111.51,111.51,34.23,6.29,90.0,88.0,1538483340.0
755,new norfolk,AU,-42.78,147.06,147.06,59.0,12.75,47.0,75.0,1538481600.0
1314,port augusta,AU,-32.49,137.76,137.76,68.0,11.41,77.0,90.0,1538481600.0
509,castro,CL,-42.48,-73.76,-73.76,42.87,5.73,97.0,68.0,1538483268.0
1259,rikitea,PF,-23.12,-134.97,-134.97,66.99,19.71,100.0,92.0,1538483237.0
622,polunochnoye,RU,60.87,60.43,60.43,50.52,10.65,63.0,36.0,1538483331.0
982,barentsburg,SJ,,,,,,,,
905,totma,RU,59.98,42.76,42.76,51.78,17.02,73.0,56.0,1538483372.0
1352,awjilah,LY,29.14,21.3,21.3,97.05,11.21,21.0,68.0,1538483451.0
1032,ribeira grande,PT,38.52,-28.7,-28.7,73.4,12.75,78.0,40.0,1538481600.0
505,qaanaaq,GL,77.48,-69.36,-69.36,21.54,10.87,100.0,36.0,1538483258.0
488,katobu,ID,-4.94,122.53,122.53,82.38,9.53,82.0,0.0,1538483310.0
1448,kapaa,US,22.08,-159.32,-159.32,75.92,4.7,90.0,75.0,1538481360.0
528,mys shmidta,RU,,,,,,,,
917,carnarvon,AU,-24.87,113.63,113.63,68.52,12.21,93.0,0.0,1538483242.0
751,punta arenas,CL,-53.16,-70.91,-70.91,33.8,23.04,69.0,40.0,1538478000.0
591,mataura,PF,,,,,,,,
290,rikitea,PF,-23.12,-134.97,-134.97,66.99,19.71,100.0,92.0,1538483237.0
1006,rikitea,PF,-23.12,-134.97,-134.97,66.99,19.71,100.0,92.0,1538483237.0
1161,busselton,AU,-33.64,115.35,115.35,62.04,22.39,99.0,80.0,1538483239.0
1407,hilo,US,19.71,-155.08,-155.08,71.96,6.93,73.0,1.0,1538481360.0
979,gifhorn,DE,52.48,10.54,10.54,48.2,17.22,87.0,90.0,1538481000.0
244,beloha,MG,-25.17,45.06,45.06,87.24,5.5,28.0,0.0,1538483267.0
966,qaanaaq,GL,77.48,-69.36,-69.36,21.54,10.87,100.0,36.0,1538483258.0
387,guarapari,BR,-20.67,-40.5,-40.5,80.6,11.41,69.0,20.0,1538478000.0
141,bluff,NZ,-46.6,168.33,168.33,48.18,12.77,100.0,0.0,1538483250.0
292,busselton,AU,-33.64,115.35,115.35,62.04,22.39,99.0,80.0,1538483239.0
1306,cape town,ZA,-33.93,18.42,18.42,62.6,26.4,55.0,40.0,1538481600.0
1344,hihifo,TO,,,,,,,,
182,carnarvon,AU,-24.87,113.63,113.63,68.52,12.21,93.0,0.0,1538483242.0
1132,port alfred,ZA,-33.59,26.89,26.89,70.32,25.52,71.0,48.0,1538483229.0
149,tasiilaq,GL,65.61,-37.64,-37.64,35.6,6.93,64.0,75.0,1538481000.0
1260,kieta,PG,-6.22,155.63,155.63,77.88,3.6,100.0,76.0,1538483393.0
1499,oistins,BB,13.07,-59.53,-59.53,84.2,9.17,79.0,20.0,1538481600.0
933,jamestown,SH,-15.94,-5.72,-5.72,67.8,16.69,100.0,68.0,1538483251.0
59,kauhajoki,FI,62.43,22.18,22.18,48.2,2.24,57.0,20.0,1538481000.0
1233,codrington,AG,,,,,,,,
627,port alfred,ZA,-33.59,26.89,26.89,70.32,25.52,71.0,48.0,1538483229.0
911,albany,AU,-35.02,117.88,117.88,53.4,11.65,73.0,36.0,1538483253.0
813,sorong,ID,-0.86,131.25,131.25,76.44,4.83,100.0,92.0,1538483359.0
131,garissa,KE,-0.46,39.64,39.64,91.83,15.46,37.0,0.0,1538483249.0
1492,ortona,IT,42.35,14.4,14.4,69.8,10.29,64.0,20.0,1538481000.0
162,luderitz,NA,-26.65,15.16,15.16,65.37,25.3,79.0,0.0,1538483232.0
1096,ranong,TH,9.96,98.62,98.62,82.4,4.83,88.0,0.0,1538478000.0
429,port hedland,AU,-20.31,118.58,118.58,77.0,10.29,69.0,40.0,1538481600.0
1271,rikitea,PF,-23.12,-134.97,-134.97,66.99,19.71,100.0,92.0,1538483237.0
1077,illoqqortoormiut,GL,,,,,,,,
1115,amderma,RU,,,,,,,,
710,hasaki,JP,35.73,140.83,140.83,69.8,2.24,88.0,75.0,1538479800.0
1394,busselton,AU,-33.64,115.35,115.35,62.04,22.39,99.0,80.0,1538483239.0
1428,zhanaozen,KZ,43.35,52.85,52.85,81.3,7.52,21.0,0.0,1538483461.0
828,anadyr,RU,64.73,177.51,177.51,46.4,8.95,87.0,90.0,1538478000.0
1337,tutoia,BR,-2.76,-42.27,-42.27,84.2,21.92,48.0,20.0,1538478000.0
1025,kangaatsiaq,GL,68.31,-53.46,-53.46,34.77,6.73,100.0,76.0,1538483393.0
458,acapulco,MX,16.86,-99.88,-99.88,77.0,3.36,88.0,75.0,1538481060.0
1020,albany,AU,-35.02,117.88,117.88,53.4,11.65,73.0,36.0,1538483253.0
646,quba,AZ,41.36,48.51,48.51,73.56,3.83,65.0,0.0,1538483334.0
1267,la ronge,CA,55.1,-105.3,-105.3,26.6,4.7,86.0,40.0,1538481600.0
392,busselton,AU,-33.64,115.35,115.35,62.04,22.39,99.0,80.0,1538483239.0
88,ushuaia,AR,-54.81,-68.31,-68.31,33.8,23.04,86.0,90.0,1538480580.0
735,mys shmidta,RU,,,,,,,,
495,hithadhoo,MV,-0.6,73.08,73.08,82.74,19.82,100.0,92.0,1538483264.0
1323,bilibino,RU,68.06,166.44,166.44,24.78,2.26,87.0,0.0,1538483447.0
57,eyl,SO,7.98,49.82,49.82,82.11,13.33,74.0,12.0,1538483235.0
1403,porto tolle,IT,44.95,12.32,12.32,66.2,20.6,48.0,40.0,1538481300.0
136,kahului,US,20.89,-156.47,-156.47,69.08,4.7,92.0,1.0,1538481360.0
775,aanekoski,FI,62.6,25.73,25.73,46.4,9.17,61.0,75.0,1538481000.0
67,impfondo,CG,1.64,18.07,18.07,80.13,3.49,80.0,80.0,1538483237.0
221,kailua,US,21.39,-157.74,-157.74,78.98,4.7,76.0,40.0,1538481420.0
338,jamestown,SH,-15.94,-5.72,-5.72,67.8,16.69,100.0,68.0,1538483251.0
122,east london,ZA,-33.02,27.91,27.91,69.8,18.34,60.0,20.0,1538481600.0
257,georgetown,SH,-7.93,-14.42,-14.42,75.27,14.67,100.0,80.0,1538483245.0
120,lebu,CL,-37.62,-73.65,-73.65,50.7,15.01,100.0,80.0,1538483247.0
614,westport,NZ,-41.75,171.6,171.6,45.93,2.59,100.0,36.0,1538483329.0
1333,krumovgrad,BG,41.47,25.65,25.65,67.08,6.73,88.0,24.0,1538483448.0
1371,albacete,ES,39.0,-1.86,-1.86,64.4,2.24,39.0,0.0,1538481600.0
1257,kaitangata,NZ,-46.28,169.85,169.85,37.47,5.06,90.0,0.0,1538483253.0
423,san cristobal,EC,-1.02,-79.44,-79.44,55.83,1.59,92.0,0.0,1538483299.0
1475,cayenne,GF,4.94,-52.33,-52.33,84.2,5.82,79.0,75.0,1538481600.0
483,barentsburg,SJ,,,,,,,,
1427,nakusp,CA,50.24,-117.8,-117.8,35.4,1.7,100.0,92.0,1538483461.0
283,bluff,NZ,-46.6,168.33,168.33,48.18,12.77,100.0,0.0,1538483250.0
73,aksarka,RU,66.56,67.8,67.8,36.75,10.2,88.0,64.0,1538483238.0
321,ivanava,BY,52.14,25.53,25.53,59.34,14.23,58.0,48.0,1538483280.0
1157,egvekinot,RU,66.32,-179.17,-179.17,44.04,2.59,100.0,92.0,1538483421.0
1041,provideniya,RU,64.42,-173.23,-173.23,47.46,18.7,95.0,92.0,1538483334.0
1026,rikitea,PF,-23.12,-134.97,-134.97,66.99,19.71,100.0,92.0,1538483237.0
54,hobart,AU,-42.88,147.33,147.33,59.0,12.75,47.0,75.0,1538481600.0
559,mataura,PF,,,,,,,,
579,attawapiskat,CA,,,,,,,,
1458,albany,AU,-35.02,117.88,117.88,53.4,11.65,73.0,36.0,1538483253.0
1241,ilulissat,GL,69.22,-51.1,-51.1,30.2,17.22,54.0,75.0,1538481000.0
683,dicabisagan,PH,17.08,122.42,122.42,76.89,12.1,100.0,8.0,1538483340.0
372,riyadh,SA,24.63,46.72,46.72,98.6,5.82,9.0,0.0,1538481600.0
749,rikitea,PF,-23.12,-134.97,-134.97,66.99,19.71,100.0,92.0,1538483237.0
847,sinnamary,GF,5.38,-52.96,-52.96,83.73,10.2,89.0,0.0,1538483365.0
98,nagato,JP,34.35,131.14,131.14,68.0,2.24,77.0,20.0,1538478000.0
1072,arraial do cabo,BR,-22.97,-42.02,-42.02,86.0,4.7,66.0,0.0,1538481600.0
788,hervey bay,AU,-25.3,152.85,152.85,66.81,13.0,100.0,88.0,1538483355.0
1109,albany,AU,-35.02,117.88,117.88,53.4,11.65,73.0,36.0,1538483253.0
396,mwene-ditu,CD,-7.01,23.45,23.45,87.96,4.72,56.0,0.0,1538483291.0
834,punta arenas,CL,-53.16,-70.91,-70.91,33.8,23.04,69.0,40.0,1538478000.0
154,taolanaro,MG,,,,,,,,
146,rurrenabaque,BO,-14.44,-67.53,-67.53,78.8,3.27,94.0,75.0,1538481600.0
563,djenne,ML,13.91,-4.55,-4.55,87.42,7.52,99.0,0.0,1538483322.0
1459,novoilinsk,RU,,,,,,,,
1284,chokurdakh,RU,70.62,147.9,147.9,31.8,3.38,90.0,88.0,1538483286.0
764,coquimbo,CL,-29.95,-71.34,-71.34,48.2,6.93,87.0,0.0,1538478000.0
1443,kabanjahe,ID,3.1,98.49,98.49,78.8,1.92,88.0,40.0,1538481600.0
230,thompson,CA,55.74,-97.86,-97.86,24.8,5.82,92.0,20.0,1538481600.0
1406,iquitos,PE,-3.75,-73.25,-73.25,77.0,3.36,88.0,75.0,1538481600.0
175,ushuaia,AR,-54.81,-68.31,-68.31,33.8,23.04,86.0,90.0,1538480580.0
1399,east london,ZA,-33.02,27.91,27.91,69.8,18.34,60.0,20.0,1538481600.0
517,rikitea,PF,-23.12,-134.97,-134.97,66.99,19.71,100.0,92.0,1538483237.0
1129,luderitz,NA,-26.65,15.16,15.16,65.37,25.3,79.0,0.0,1538483232.0
945,grindavik,IS,63.84,-22.43,-22.43,42.8,18.34,100.0,75.0,1538479800.0
433,thompson,CA,55.74,-97.86,-97.86,24.8,5.82,92.0,20.0,1538481600.0
51,bluff,NZ,-46.6,168.33,168.33,48.18,12.77,100.0,0.0,1538483231.0
727,gua musang,MY,4.88,101.97,101.97,76.44,1.36,87.0,64.0,1538483346.0
662,rikitea,PF,-23.12,-134.97,-134.97,66.99,19.71,100.0,92.0,1538483237.0
1049,cidreira,BR,-30.17,-50.22,-50.22,63.21,9.64,100.0,100.0,1538483320.0
233,sal rei,CV,16.18,-22.92,-22.92,87.8,14.99,70.0,40.0,1538481600.0
1292,ushuaia,AR,-54.81,-68.31,-68.31,33.8,23.04,86.0,90.0,1538480580.0
783,watertown,US,44.9,-97.12,-97.12,51.62,13.87,100.0,90.0,1538482500.0
1269,grenaa,DK,56.42,10.88,10.88,53.6,18.34,81.0,8.0,1538481000.0
555,taolanaro,MG,,,,,,,,
1366,nikolskoye,RU,59.7,30.79,30.79,50.0,11.18,76.0,75.0,1538479800.0
795,padang,ID,-0.92,100.36,100.36,79.5,7.63,100.0,44.0,1538483356.0
1429,ostrovnoy,RU,68.05,39.51,39.51,36.75,10.42,86.0,0.0,1538483286.0
1247,hermanus,ZA,-34.42,19.24,19.24,54.84,7.74,88.0,92.0,1538483262.0
666,atasu,KZ,48.68,71.64,71.64,56.28,11.65,31.0,0.0,1538483337.0
45,channel-port aux basques,CA,47.57,-59.14,-59.14,48.54,9.53,100.0,76.0,1538483232.0
908,kendari,ID,-3.99,122.52,122.52,79.68,6.62,57.0,0.0,1538483373.0
291,taoudenni,ML,22.68,-3.98,-3.98,99.21,7.74,25.0,0.0,1538483275.0
69,bengkulu,ID,,,,,,,,
29,rikitea,PF,-23.12,-134.97,-134.97,66.99,19.71,100.0,92.0,1538483224.0
465,punta arenas,CL,-53.16,-70.91,-70.91,33.8,23.04,69.0,40.0,1538478000.0
1117,goma,CD,-1.67,29.23,29.23,73.65,4.16,55.0,88.0,1538483410.0
102,bredasdorp,ZA,-34.53,20.04,20.04,60.8,11.41,51.0,75.0,1538481600.0
249,port elizabeth,ZA,-33.92,25.57,25.57,66.2,40.26,59.0,75.0,1538481600.0
570,hermanus,ZA,-34.42,19.24,19.24,54.84,7.74,88.0,92.0,1538483262.0
1178,ushuaia,AR,-54.81,-68.31,-68.31,33.8,23.04,86.0,90.0,1538480580.0
599,krasnopavlivka,UA,49.15,36.33,36.33,69.15,7.96,62.0,48.0,1538483327.0
1106,rikitea,PF,-23.12,-134.97,-134.97,66.99,19.71,100.0,92.0,1538483237.0
1175,east london,ZA,-33.02,27.91,27.91,69.8,18.34,60.0,20.0,1538481600.0
95,carnarvon,AU,-24.87,113.63,113.63,68.52,12.21,93.0,0.0,1538483242.0
900,busselton,AU,-33.64,115.35,115.35,62.04,22.39,99.0,80.0,1538483239.0
498,hobart,AU,-42.88,147.33,147.33,59.0,12.75,47.0,75.0,1538481600.0
566,rikitea,PF,-23.12,-134.97,-134.97,66.99,19.71,100.0,92.0,1538483237.0
164,taolanaro,MG,,,,,,,,
1444,jibuti,DJ,,,,,,,,
937,atuona,PF,-9.8,-139.03,-139.03,78.78,12.66,100.0,92.0,1538483238.0
78,busselton,AU,-33.64,115.35,115.35,62.04,22.39,99.0,80.0,1538483239.0
1367,longyearbyen,SJ,78.22,15.64,15.64,32.0,8.05,100.0,75.0,1538481000.0
124,dikson,RU,73.51,80.55,80.55,38.55,15.57,100.0,80.0,1538483230.0
332,georgetown,SH,-7.93,-14.42,-14.42,75.27,14.67,100.0,80.0,1538483245.0
99,ribeira grande,PT,38.52,-28.7,-28.7,73.4,12.75,78.0,40.0,1538481600.0
913,ponta do sol,CV,17.2,-25.09,-25.09,78.06,13.0,100.0,64.0,1538483272.0
1192,ulkan,RU,57.24,107.32,107.32,52.95,6.73,59.0,12.0,1538483427.0
1409,doha,KW,,,,,,,,
1378,saskylakh,RU,71.97,114.09,114.09,27.12,4.83,90.0,92.0,1538483244.0
1298,ushuaia,AR,-54.81,-68.31,-68.31,33.8,23.04,86.0,90.0,1538480580.0
258,severo-kurilsk,RU,50.68,156.12,156.12,46.56,21.05,94.0,48.0,1538483269.0
352,bluff,NZ,-46.6,168.33,168.33,48.18,12.77,100.0,0.0,1538483250.0
1441,batangafo,CF,7.3,18.29,18.29,88.68,6.62,79.0,0.0,1538483463.0
928,esperance,AU,-33.86,121.89,121.89,56.1,11.1,78.0,92.0,1538483334.0
30,cidreira,BR,-30.17,-50.22,-50.22,63.21,9.64,100.0,100.0,1538483230.0
130,rikitea,PF,-23.12,-134.97,-134.97,66.99,19.71,100.0,92.0,1538483237.0
1044,albany,AU,-35.02,117.88,117.88,53.4,11.65,73.0,36.0,1538483253.0
466,husavik,IS,66.04,-17.34,-17.34,41.0,3.15,86.0,75.0,1538478000.0
379,nikolskoye,RU,59.7,30.79,30.79,50.0,11.18,76.0,75.0,1538479800.0
761,hobart,AU,-42.88,147.33,147.33,59.0,12.75,47.0,75.0,1538481600.0
996,qaanaaq,GL,77.48,-69.36,-69.36,21.54,10.87,100.0,36.0,1538483258.0
890,bereda,SO,,,,,,,,
975,ushuaia,AR,-54.81,-68.31,-68.31,33.8,23.04,86.0,90.0,1538480580.0
1170,vaini,TO,-21.2,-175.2,-175.2,69.8,10.29,83.0,20.0,1538481600.0
1182,longyearbyen,SJ,78.22,15.64,15.64,32.0,8.05,100.0,75.0,1538481000.0
1151,port alfred,ZA,-33.59,26.89,26.89,70.32,25.52,71.0,48.0,1538483229.0
440,cape town,ZA,-33.93,18.42,18.42,62.6,26.4,55.0,40.0,1538481600.0
1356,punta arenas,CL,-53.16,-70.91,-70.91,33.8,23.04,69.0,40.0,1538478000.0
1289,ahipara,NZ,-35.17,173.16,173.16,47.91,4.5,100.0,0.0,1538483442.0
1079,ushuaia,AR,-54.81,-68.31,-68.31,33.8,23.04,86.0,90.0,1538480580.0
721,huilong,CN,31.15,106.5,106.5,63.66,3.38,77.0,92.0,1538483239.0
882,new norfolk,AU,-42.78,147.06,147.06,59.0,12.75,47.0,75.0,1538481600.0
491,mnichovo hradiste,CZ,50.53,14.97,14.97,50.0,13.87,53.0,75.0,1538481600.0
247,nikolskoye,RU,59.7,30.79,30.79,50.0,11.18,76.0,75.0,1538479800.0
432,arvin,US,35.21,-118.83,-118.83,71.6,4.7,43.0,20.0,1538481300.0
927,mahebourg,MU,-20.41,57.7,57.7,75.2,11.41,64.0,75.0,1538481600.0
1186,birao,CF,10.3,22.78,22.78,87.96,6.51,81.0,0.0,1538483489.0
347,chagda,RU,,,,,,,,
743,ushuaia,AR,-54.81,-68.31,-68.31,33.8,23.04,86.0,90.0,1538480580.0
1412,hobart,AU,-42.88,147.33,147.33,59.0,12.75,47.0,75.0,1538481600.0
1007,peniche,PT,39.36,-9.38,-9.38,82.4,9.17,18.0,0.0,1538481600.0
351,kahului,US,20.89,-156.47,-156.47,69.08,4.7,92.0,1.0,1538481360.0
389,ewa beach,US,21.32,-158.01,-158.01,78.98,4.7,90.0,40.0,1538481420.0
1037,rikitea,PF,-23.12,-134.97,-134.97,66.99,19.71,100.0,92.0,1538483237.0
970,hilo,US,19.71,-155.08,-155.08,71.96,6.93,73.0,1.0,1538481360.0
978,geraldton,AU,-28.77,114.6,114.6,68.0,17.22,60.0,0.0,1538481600.0
1462,narsaq,GL,60.91,-46.05,-46.05,33.8,2.24,55.0,75.0,1538481000.0
1095,uruacu,BR,-14.52,-49.14,-49.14,81.48,6.73,59.0,20.0,1538483404.0
327,namibe,AO,-15.19,12.15,12.15,68.88,11.21,96.0,8.0,1538483281.0
560,mitsamiouli,KM,-11.38,43.28,43.28,82.4,4.7,69.0,40.0,1538478000.0
597,busselton,AU,-33.64,115.35,115.35,62.04,22.39,99.0,80.0,1538483239.0
582,busselton,AU,-33.64,115.35,115.35,62.04,22.39,99.0,80.0,1538483239.0
1236,tasiilaq,GL,65.61,-37.64,-37.64,35.6,6.93,64.0,75.0,1538481000.0
1169,rikitea,PF,-23.12,-134.97,-134.97,66.99,19.71,100.0,92.0,1538483237.0
1418,elk city,US,35.41,-99.4,-99.4,68.0,9.17,96.0,1.0,1538481300.0
